mass,ts,x,y,h,latitude,longitude,altitude,mach,tas,vertical_rate,heading,fuel_cost,grid_cost,fuelflow,absolute_ts,aircraft,stage,case
62399.99990143619,0.0,-149999.99992320096,-259807.62104956814,10923.253784315693,48.64502358276102,4.958643977382207,35837.0,0.764548,439.0263,-0.0,30.0,61.39022100177681,,0.7104291608893045,0.0,AC0,free,pair_a120_horizontal
62338.60968043441,86.2788,-140256.66687480704,-242931.67317161526,10923.253783999606,48.799052646006174,5.085346782258956,35837.0,0.768414,441.246,-0.0,30.0,61.53796892447281,,0.7116698929118076,86.2788,AC0,free,pair_a120_horizontal
62277.07171150994,172.5575,-130464.07255767153,-225970.40227334105,10923.253783745073,48.95371968061106,5.213476308381143,35837.0,0.77188,443.2365,-0.0,30.0,61.67965564622136,,0.712790249933124,172.5575,AC0,free,pair_a120_horizontal
62215.39205586372,258.8363,-120627.30296726321,-208932.61755730642,10923.253783541808,49.10894067493343,5.342985832447312,35837.0,0.775048,445.0554,-0.0,30.0,61.81777542173222,,0.7138204032509997,258.8363,AC0,free,pair_a120_horizontal
62153.574280441986,345.115,-110750.16593520223,-191824.91438134506,10923.253783378166,49.26465197771836,5.473844345505299,35837.0,0.777981,446.7397,-0.0,30.0,61.953910078678746,,0.7147797650817639,345.115,AC0,free,pair_a120_horizontal
62091.62037036331,431.3938,-100835.64971147435,-174652.46854625898,10923.253783242284,49.420802991986456,5.606030905595571,35837.0,0.780724,448.3147,-0.0,30.0,62.08913473848952,,0.7156815800098691,431.3938,AC0,free,pair_a120_horizontal
62029.53123562482,517.6726,-90886.17968739897,-157419.48095304216,10923.253783122853,49.57735208154477,5.739531494744976,35837.0,0.783308,449.7987,-0.0,30.0,62.22421812167886,,0.7165354419033935,517.6726,AC0,free,pair_a120_horizontal
61967.30701750314,603.9513,-80903.774898142,-140129.44867318528,10923.253783009442,49.73426407339574,5.874337114383614,35837.0,0.785758,451.2055,-0.0,30.0,62.35973157908302,,0.7173486182953098,603.9513,AC0,free,pair_a120_horizontal
61904.947285924056,690.2301,-70890.14963556646,-122785.34094729442,10923.253782892663,49.89150863467036,6.010442556363798,35837.0,0.788092,452.5455,-0.0,30.0,62.49610311496508,,0.7181264823489477,690.2301,AC0,free,pair_a120_horizontal
61842.45118280909,776.5088,-60846.78429265905,-105389.72189123825,10923.253782764155,50.049059140447326,6.147845548895062,35837.0,0.788216,452.617,-0.0,30.0,62.46267528174212,,0.7177201316147391,776.5088,AC0,free,pair_a120_horizontal
61779.98850752735,862.7876,-50801.83212537173,-87991.3543747329,10923.253782621972,50.20647122867297,6.286175089464116,35837.0,0.788181,452.5967,-0.0,30.0,62.41666447863827,,0.7172277365069673,862.7876,AC0,free,pair_a120_horizontal
61717.57184304871,949.0664,-40757.33064082742,-70593.76746363663,10923.253782466141,50.3637109441346,6.425413388703699,35837.0,0.788145,452.5763,-0.0,30.0,62.370720531005645,,0.7167359486433881,949.0664,AC0,free,pair_a120_horizontal
61655.201122517705,1035.3451,-30713.281761234393,-53196.96448731193,10923.253782296826,50.520776251556654,6.56557053924983,35837.0,0.78811,452.5559,-0.0,30.0,62.32484346548881,,0.7162448615931013,1035.3451,AC0,free,pair_a120_horizontal
61592.876279052216,1121.6239,-20669.687381906086,-35800.948728537885,10923.253782114196,50.67766508685016,6.706656759940765,35837.0,0.788074,452.5353,-0.0,30.0,62.27903312059789,,0.7157542834593559,1121.6239,AC0,free,pair_a120_horizontal
61530.59724593162,1207.9026,-10626.549401551732,-18405.723475975425,10923.25378191845,50.834375356142424,6.848682396995001,35837.0,0.788038,452.5147,-0.0,30.0,62.23328930528078,,0.7152644032321015,1207.9026,AC0,free,pair_a120_horizontal
61468.36395662634,1294.1814,-583.869727100972,-1011.2920325235242,10923.25378170979,50.9909049351979,6.991657925548125,35837.0,0.788002,452.4939,-0.0,30.0,62.18761182001617,,0.7147750282494948,1294.1814,AC0,free,pair_a120_horizontal
61406.17634480632,1380.4602,9458.349724889169,16382.342282243659,10923.253781488414,51.14725166888361,7.13559395124766,35837.0,0.787965,452.4731,-0.0,30.0,62.14200046226324,,0.7142863482831519,1380.4602,AC0,free,pair_a120_horizontal
61344.03434434406,1466.7389,19500.107027657938,33775.1761310786,10923.253781254558,51.303413370638594,7.280501211870176,35837.0,0.787929,452.4522,-0.0,30.0,62.09645502793137,,0.7137982660940592,1466.7389,AC0,free,pair_a120_horizontal
61281.93788931613,1553.0177,29541.400243936296,51167.206158532885,10923.253781008452,51.4593878219384,7.426390578952658,35837.0,0.787892,452.4312,-0.0,30.0,62.050975312056835,,0.7133107800552575,1553.0177,AC0,free,pair_a120_horizontal
61219.88691400407,1639.2964,39582.22742574919,68558.42899061475,10923.253780750332,51.61517277175193,7.573273059435332,35837.0,0.787856,452.4101,-0.0,30.0,62.00556110931211,,0.7128238885444613,1639.2964,AC0,free,pair_a120_horizontal
61157.88135289476,1725.5752,49622.58661426554,85948.84123452927,10923.25378048044,51.770765935989495,7.721159797314605,35837.0,0.787819,452.3889,-0.0,30.0,61.96021221386036,,0.7123375899440496,1725.5752,AC0,free,pair_a120_horizontal
61095.9211406809,1811.854,59662.475839671206,103338.43947845833,10923.253780199022,51.92616499694147,7.870062075305202,35837.0,0.787782,452.3677,-0.0,30.0,61.91492841964646,,0.7118519795889419,1811.854,AC0,free,pair_a120_horizontal
61034.00621226125,1898.1327,69701.8931210541,120727.22029136147,10923.253779906328,52.081367602707644,8.019991316510701,35837.0,0.787745,452.3463,-0.0,30.0,61.869709520316974,,0.7113668621649261,1898.1327,AC0,free,pair_a120_horizontal
60972.136502740934,1984.4115,79740.83646629562,138115.1802227879,10923.253779602617,52.23637136661627,8.17095908610173,35837.0,0.787707,452.3248,-0.0,30.0,61.82455530936568,,0.710882332825962,1984.4115,AC0,free,pair_a120_horizontal
60910.31194743157,2070.6902,89779.3038719653,155502.31580269447,10923.253779288127,52.39117386663351,8.322977093001038,35837.0,0.78767,452.3033,-0.0,30.0,61.77946557998803,,0.7103984874893398,2070.6902,AC0,free,pair_a120_horizontal
60848.53248185158,2156.969,99817.29332321807,172888.62354126715,10923.253778963113,52.545772644762295,8.476057191574661,35837.0,0.787632,452.2817,-0.0,30.0,61.734440125117544,,0.7099152274217185,2156.969,AC0,free,pair_a120_horizontal
60786.79804172646,2243.2477,109854.8027936922,190274.09992874434,10923.25377862783,52.70016520643105,8.630211383328348,35837.0,0.787594,452.26,-0.0,30.0,61.68947873763682,,0.7094325510321147,2243.2477,AC0,free,pair_a120_horizontal
60725.108562988826,2329.5265,119891.83024540832,207658.74143524235,10923.253778282522,52.85434901987178,8.785451818608358,35837.0,0.787556,452.2382,-0.0,30.0,61.64458121016651,,0.7089504567341672,2329.5265,AC0,free,pair_a120_horizontal
60663.46398177866,2415.8053,129928.37362867006,225042.54451058284,10923.253777927435,53.008321515487445,8.941790798305707,35837.0,0.787518,452.2163,-0.0,30.0,61.59974733508716,,0.7084689429461266,2415.8053,AC0,free,pair_a120_horizontal
60601.86423444357,2502.084,139964.4308819676,242425.50558412608,10923.253777562812,53.16208008520859,9.099240775562901,35837.0,0.78748,452.1943,-0.0,30.0,61.554976851432,,0.7079880080908512,2502.084,AC0,free,pair_a120_horizontal
60540.30925759214,2588.3628,149999.99992320084,259807.62104956893,10923.253777188887,53.3156220817063,9.257814357344387,35837.0,0.78748,452.1943,-0.0,30.0,,,0.7075294532621088,2588.3628,AC0,free,pair_a120_horizontal
