mass,ts,x,y,h,latitude,longitude,altitude,mach,tas,vertical_rate,heading,fuel_cost,grid_cost,fuelflow,absolute_ts,aircraft,stage,case
62399.999932607745,0.0,-77645.7135289443,-289777.74787996645,10923.117689192772,48.389049086307324,5.948805497914407,35837.0,0.764607,439.061,-262.0,15.0,55.320209051365964,,0.6371698526962832,0.0,AC0,free,pair_a150_both
62344.67972355638,86.4604,-72586.93025905515,-270898.11169226025,10807.8963797705,48.559439451645176,6.013947969854501,35459.0,0.791173,455.0985,170.0,15.0,67.29620809334301,,0.7723698242537684,86.4604,AC0,free,pair_a150_both
62277.383515463036,172.9208,-67350.74994284553,-251356.42071457353,10882.549648227568,48.73576594997351,6.081838586502744,35704.0,0.783389,450.119,3.0,15.0,62.706236496174824,,0.7206047613330042,172.9208,AC0,free,pair_a150_both
62214.67727896686,259.3812,-62168.983156947455,-232017.80379662843,10883.893560343677,48.910220556301205,6.149494117251599,35708.0,0.785477,451.3097,36.0,15.0,63.56673477032018,,0.7300702650109694,259.3812,AC0,free,pair_a150_both
62151.11054419654,345.8416,-56974.07538316611,-212630.14404424152,10899.866019891037,49.08507757825836,6.217797085319231,35761.0,0.784176,450.4544,15.0,15.0,62.892708957406285,,0.7227186449257395,345.8416,AC0,free,pair_a150_both
62088.217835239135,432.302,-51788.635987749905,-193277.8207609785,10906.274389960923,49.25957542836652,6.286456912178152,35782.0,0.785093,450.9382,28.0,15.0,63.20368106859678,,0.7259997745562357,432.302,AC0,free,pair_a150_both
62025.01415417054,518.7624,-46597.852408651735,-173905.5527126895,10918.587859266037,49.43421208105517,6.355675450233548,35822.0,0.784625,450.5866,20.0,15.0,62.9152373121251,,0.7227187466353717,518.7624,AC0,free,pair_a150_both
61962.09891685841,605.2228,-41410.9743947803,-154547.86043225892,10927.434476320619,49.60867577704038,6.425335949394119,35851.0,0.784972,450.7258,24.0,15.0,62.9671509775435,,0.7231984175681647,605.2228,AC0,free,pair_a150_both
61899.13176588087,691.6832,-36222.55573517773,-135184.4183836833,10938.092140143921,49.78314917448312,6.4955177138046505,35886.0,0.78489,450.6068,23.0,15.0,62.85844527018344,,0.722053171681215,691.6832,AC0,free,pair_a150_both
61836.273320610686,778.1436,-31035.471375118726,-115825.95600879675,10948.135897941034,49.95753502776087,6.566188488216216,35919.0,0.784955,450.5768,22.0,15.0,62.776797402315424,,0.7210059575624568,778.1436,AC0,free,pair_a150_both
61773.49652320837,864.604,-25848.704324057857,-96468.677847213,10957.8482914039,50.13186697220494,6.637368597802979,35951.0,0.785107,450.5983,26.0,15.0,62.80002717446769,,0.7213533125798963,864.604,AC0,free,pair_a150_both
61710.6964960339,951.0644,-20661.724998543756,-77110.60746658455,10969.127471607962,50.30616222357615,6.709072117777403,35988.0,0.784898,450.4023,19.0,15.0,62.56718100524449,,0.7185204584438301,951.0644,AC0,free,pair_a150_both
61648.12931502866,1037.5248,-15476.851338305123,-57760.39553574792,10977.569755013177,50.480342322424676,6.781273652986099,36016.0,0.785396,450.6311,33.0,15.0,62.845963429856056,,0.7217589861095863,1037.5248,AC0,free,pair_a150_both
61585.2833515988,1123.9852,-10289.480949657302,-38400.86568763546,10991.987815460574,50.65456127045847,6.854044406360758,36063.0,0.784567,450.058,27.0,15.0,62.58515105085098,,0.7187839380694343,1123.9852,AC0,free,pair_a150_both
61522.69820054795,1210.4456,-5108.332561049641,-19064.556659797567,11004.01603156638,50.82852568088099,6.9272686504564405,36102.0,0.784147,449.763,26.0,15.0,62.43910486350069,,0.7174374883702956,1210.4456,AC0,free,pair_a150_both
